,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,f1cio FCY,,1.60  1.22  1.68,288  225  322,35  8  27,/  15  5  10  /,17  5  12,+20  +3  +17,88%  90%  88%,199  152  218,40%  28%  47%,2  1  1,1  0  1,+1  +1  0,2.0,0.0,f1cio FCY,,1.79  1.84  1.76,329  278  360,21  7  14,/  9  3  6  /,14  4  10,+12  +4  +8,95%  100%  92%,214  180  234,36%  23%  50%,2  1  1,1  0  1,+1  +1  0,Crus FCY,,1.95  1.69  2.01,350  299  363,21  3  18,/  7  2  5  /,8  1  7,+14  +1  +13,100%  100%  100%,213  207  215,47%  43%  48%,3  2  1,0  0  0,+3  +2  +1
12,Crus FCY,,1.59  1.55  1.57,296  223  317,37  8  29,/  19  4  15  /,21  4  17,+18  +4  +14,94%  100%  92%,174  132  191,42%  33%  45%,5  4  1,2  1  1,+3  +3  0,13.0,6.0,gin FCY,,1.49  1.80  1.31,356  396  333,25  11  14,/  13  4  9  /,2  1  1,+12  +7  +5,84%  100%  75%,219  250  202,34%  30%  37%,6  3  3,2  0  2,+4  +3  +1,YESicaN FCY,,1.67  1.72  1.66,200  235  192,12  4  8,/  5  1  4  /,12  0  12,+7  +3  +4,93%  100%  92%,130  156  123,53%  40%  57%,2  0  2,0  0  0,+2  0  +2
13,gin FCY,,1.43  1.66  1.33,319  360  309,40  14  26,/  21  5  16  /,4  1  3,+19  +9  +10,82%  90%  79%,209  222  203,32%  34%  31%,11  3  8,4  0  4,+7  +3  +4,13.0,2.0,Crus FCY,,1.24  1.42  1.13,241  190  271,16  5  11,/  12  2  10  /,13  3  10,+4  +3  +1,89%  100%  83%,143  101  167,38%  27%  42%,2  2  0,2  1  1,0  +1  -1,f1cio FCY,,1.40  0.61  1.60,247  100  284,14  1  13,/  6  2  4  /,3  1  2,+8  -1  +9,80%  67%  83%,180  88  203,46%  67%  44%,0  0  0,0  0  0,0  0  0
14,YESicaN FCY,,1.42  1.89  1.15,187  307  136,26  14  12,/  16  3  13  /,15  2  13,+10  +11  -1,82%  100%  75%,126  200  95,34%  29%  39%,2  0  2,1  0  1,+1  0  +1,,,YESicaN FCY,,1.16  2.06  0.64,174  338  79,14  10  4,/  11  2  9  /,3  2  1,+3  +8  -5,74%  100%  58%,123  219  68,24%  26%  21%,0  0  0,1  0  1,-1  0  -1,gin FCY,,1.38  1.53  1.35,282  275  285,15  3  12,/  8  1  7  /,2  0  2,+7  +2  +5,80%  67%  83%,195  157  205,30%  60%  26%,5  0  5,2  0  2,+3  0  +3
15,Suka FCY,,1.00  0.89  1.00,142  92  162,18  3  15,/  18  5  13  /,12  6  6,0  -2  +2,85%  100%  79%,98  65  112,40%  44%  39%,4  1  3,2  0  2,+2  +1  +1,,,Suka FCY,,1.00  1.14  0.92,139  85  171,10  2  8,/  11  2  9  /,10  5  5,-1  0  -1,84%  100%  75%,90  64  106,50%  50%  50%,2  0  2,1  0  1,+1  0  +1,Suka FCY,,0.99  0.64  1.08,144  109  153,8  1  7,/  7  3  4  /,2  1  1,+1  -2  +3,87%  100%  83%,108  68  118,32%  33%  32%,2  1  1,1  0  1,+1  +1  0
16,BeYours DOM,,0.66  0.91  0.18,146  189  38,19  19  0,/  29  20  9  /,5  4  1,-10  -1  -9,59%  71%  30%,86  106  38,15%  16%  11%,1  1  0,5  2  3,-4  -1  -3,,,capeesha DOM,,0.77  0.97  0.43,187  193  179,13  9  4,/  16  9  7  /,2  1  1,-3  0  -3,58%  58%  57%,119  124  110,52%  50%  56%,0  0  0,2  2  0,-2  -2  0,goldenblue DOM,,0.81  0.80  0.85,191  195  180,9  7  2,/  13  11  2  /,2  2  0,-4  -4  0,47%  50%  33%,125  129  106,37%  35%  43%,1  1  0,1  1  0,0  0  0
17,tupai DOM,,0.61  0.54  0.97,176  166  206,20  13  7,/  32  22  10  /,5  4  1,-12  -9  -3,47%  38%  70%,120  113  134,30%  31%  29%,3  2  1,5  3  2,-2  -1  -1,,,BeYours DOM,,0.74  1.17  0.04,132  191  31,11  11  0,/  15  8  7  /,4  4  0,-4  +3  -7,58%  83%  14%,78  106  31,24%  24%  25%,1  1  0,3  0  3,-2  +1  -3,BeYours DOM,,0.58  0.64  0.33,160  186  55,8  8  0,/  14  12  2  /,1  0  1,-6  -4  -2,60%  58%  67%,96  106  55,9%  10%  0%,0  0  0,2  2  0,-2  -2  0
18,goldenblue DOM,,0.58  0.60  0.55,142  142  124,14  10  4,/  31  22  9  /,9  7  2,-17  -12  -5,53%  58%  40%,91  96  78,24%  25%  22%,1  1  0,1  1  0,0  0  0,,,6ixKey DOM,,0.72  0.85  0.51,222  264  150,15  11  4,/  19  12  7  /,3  3  0,-4  -1  -3,68%  75%  57%,132  145  109,3%  2%  10%,4  4  0,3  2  1,+1  +2  -1,tupai DOM,,0.57  0.36  1.44,159  94  418,8  3  5,/  14  11  3  /,2  2  0,-6  -8  +2,40%  25%  100%,105  69  252,30%  25%  33%,1  1  0,1  1  0,0  0  0
19,capeesha DOM,,0.53  0.62  0.42,129  132  147,17  12  5,/  30  21  9  /,2  1  1,-13  -9  -4,50%  50%  50%,89  86  98,51%  46%  64%,0  0  0,6  4  2,-6  -4  -2,,,tupai DOM,,0.64  0.73  0.49,192  237  115,12  10  2,/  18  11  7  /,3  2  1,-6  -1  -5,53%  50%  57%,131  158  84,31%  33%  22%,2  1  1,4  2  2,-2  -1  -1,capeesha DOM,,0.29  0.26  0.42,70  71  72,4  3  1,/  14  12  2  /,0  0  0,-10  -9  -1,40%  42%  33%,52  47  70,50%  38%  100%,0  0  0,4  2  2,-4  -2  -2
20,6ixKey DOM,,0.47  0.55  0.30,159  181  134,19  14  5,/  34  24  10  /,5  5  0,-15  -10  -5,62%  67%  50%,102  106  93,7%  7%  7%,5  5  0,7  5  2,-2  0  -2,,,goldenblue DOM,,0.35  0.40  0.25,92  88  100,5  3  2,/  18  11  7  /,7  5  2,-13  -8  -5,58%  67%  43%,64  64  65,11%  12%  9%,0  0  0,0  0  0,0  0  0,6ixKey DOM,,0.22  0.25  0.09,96  97  95,4  3  1,/  15  12  3  /,2  2  0,-11  -9  -2,53%  58%  33%,64  66  55,27%  40%  0%,1  1  0,4  3  1,-3  -2  -1
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,mada Lemo,,1.46  1.43  1.50,307  285  329,27  12  15,/  16  7  9  /,5  1  4,+11  +5  +6,75%  75%  75%,206  202  210,31%  33%  29%,8  3  5,4  3  1,+4  0  +4,0.0,1.0,mada Lemo,,1.46  1.43  1.50,307  285  329,27  12  15,/  16  7  9  /,5  1  4,+11  +5  +6,75%  75%  75%,206  202  210,31%  33%  29%,8  3  5,4  3  1,+4  0  +4,,,,,,,,,,,,,,
23,v1c Lemo,,1.14  1.12  1.16,245  265  226,21  11  10,/  18  9  9  /,6  2  4,+3  +2  +1,71%  67%  75%,149  164  135,29%  45%  19%,4  2  2,1  0  1,+3  +2  +1,11.0,13.0,v1c Lemo,,1.14  1.12  1.16,245  265  226,21  11  10,/  18  9  9  /,6  2  4,+3  +2  +1,71%  67%  75%,149  164  135,29%  45%  19%,4  2  2,1  0  1,+3  +2  +1,,,,,,,,,,,,,,
24,brawk Lemo,,1.01  1.13  0.89,216  216  217,19  10  9,/  15  6  9  /,7  4  3,+4  +4  0,79%  75%  83%,147  150  145,19%  15%  24%,0  0  0,0  0  0,0  0  0,,,brawk Lemo,,1.01  1.13  0.89,216  216  217,19  10  9,/  15  6  9  /,7  4  3,+4  +4  0,79%  75%  83%,147  150  145,19%  15%  24%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
25,thief Lemo,,0.87  0.94  0.79,156  211  102,13  9  4,/  18  9  9  /,5  0  5,-5  0  -5,79%  75%  83%,112  135  89,46%  53%  36%,5  3  2,1  1  0,+4  +2  +2,,,thief Lemo,,0.87  0.94  0.79,156  211  102,13  9  4,/  18  9  9  /,5  0  5,-5  0  -5,79%  75%  83%,112  135  89,46%  53%  36%,5  3  2,1  1  0,+4  +2  +2,,,,,,,,,,,,,,
26,cavern Lemo,,0.48  0.34  0.61,55  29  83,4  1  3,/  17  8  9  /,7  0  7,-13  -7  -6,58%  50%  67%,42  27  57,24%  17%  27%,0  0  0,1  0  1,-1  0  -1,,,cavern Lemo,,0.48  0.34  0.61,55  29  83,4  1  3,/  17  8  9  /,7  0  7,-13  -7  -6,58%  50%  67%,42  27  57,24%  17%  27%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
27,Ange Team,,1.39  1.41  1.38,181  199  164,20  11  9,/  12  6  6  /,4  2  2,+8  +5  +3,67%  67%  67%,118  126  109,33%  30%  38%,0  0  0,1  1  0,-1  -1  0,,,Ange Team,,1.39  1.41  1.38,181  199  164,20  11  9,/  12  6  6  /,4  2  2,+8  +5  +3,67%  67%  67%,118  126  109,33%  30%  38%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,
28,Drone Team,,0.99  0.97  1.01,234  240  230,21  11  10,/  18  10  8  /,5  2  3,+3  +1  +2,71%  75%  67%,136  140  132,39%  48%  32%,0  0  0,2  2  0,-2  -2  0,,,Drone Team,,0.99  0.97  1.01,234  240  230,21  11  10,/  18  10  8  /,5  2  3,+3  +1  +2,71%  75%  67%,136  140  132,39%  48%  32%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,
29,riku Team,,0.96  1.09  0.83,251  269  235,18  10  8,/  19  9  10  /,11  7  4,-1  +1  -2,75%  75%  75%,180  199  161,11%  11%  10%,3  1  2,7  3  4,-4  -2  -2,,,riku Team,,0.96  1.09  0.83,251  269  235,18  10  8,/  19  9  10  /,11  7  4,-1  +1  -2,75%  75%  75%,180  199  161,11%  11%  10%,3  1  2,7  3  4,-4  -2  -2,,,,,,,,,,,,,,
30,ZachaREEE Team,,0.84  0.89  0.79,155  171  140,13  7  6,/  18  9  9  /,5  2  3,-5  -2  -3,63%  75%  50%,115  126  105,30%  26%  33%,3  2  1,4  2  2,-1  0  -1,,,ZachaREEE Team,,0.84  0.89  0.79,155  171  140,13  7  6,/  18  9  9  /,5  2  3,-5  -2  -3,63%  75%  50%,115  126  105,30%  26%  33%,3  2  1,4  2  2,-1  0  -1,,,,,,,,,,,,,,
31,Precision Team,,0.80  0.86  0.75,132  139  125,12  6  6,/  17  8  9  /,9  7  2,-5  -2  -3,75%  75%  75%,87  87  87,56%  46%  64%,1  0  1,3  1  2,-2  -1  -1,,,Precision Team,,0.80  0.86  0.75,132  139  125,12  6  6,/  17  8  9  /,9  7  2,-5  -2  -3,75%  75%  75%,87  87  87,56%  46%  64%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,zero cap BTR,,1.46  0.69  1.90,276  160  344,20  4  16,/  13  6  7  /,12  3  9,+7  -2  +9,84%  71%  92%,178  87  232,41%  57%  38%,1  0  1,0  0  0,+1  0  +1,1.0,0.0,zero cap BTR,,1.46  0.69  1.90,276  160  344,20  4  16,/  13  6  7  /,12  3  9,+7  -2  +9,84%  71%  92%,178  87  232,41%  57%  38%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
34,silenx BTR,,1.31  0.53  1.77,224  118  287,17  4  13,/  10  5  5  /,2  0  2,+7  -1  +8,74%  57%  83%,152  85  191,53%  57%  52%,3  0  3,2  2  0,+1  -2  +3,13.0,6.0,silenx BTR,,1.31  0.53  1.77,224  118  287,17  4  13,/  10  5  5  /,2  0  2,+7  -1  +8,74%  57%  83%,152  85  191,53%  57%  52%,3  0  3,2  2  0,+1  -2  +3,,,,,,,,,,,,,,
35,scarn BTR,,1.20  0.81  1.43,218  148  259,15  4  11,/  10  4  6  /,0  0  0,+5  0  +5,79%  57%  92%,131  95  152,17%  13%  19%,5  2  3,2  1  1,+3  +1  +2,,,scarn BTR,,1.20  0.81  1.43,218  148  259,15  4  11,/  10  4  6  /,0  0  0,+5  0  +5,79%  57%  92%,131  95  152,17%  13%  19%,5  2  3,2  1  1,+3  +1  +2,,,,,,,,,,,,,,
36,RetrQ BTR,,1.07  1.06  1.08,180  145  200,11  3  8,/  13  4  9  /,12  4  8,-2  -1  -1,84%  57%  100%,127  99  144,31%  19%  42%,1  0  1,0  0  0,+1  0  +1,,,RetrQ BTR,,1.07  1.06  1.08,180  145  200,11  3  8,/  13  4  9  /,12  4  8,-2  -1  -1,84%  57%  100%,127  99  144,31%  19%  42%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
37,Cohburg BTR,,1.02  1.26  0.88,222  344  151,14  9  5,/  13  5  8  /,11  2  9,+1  +4  -3,84%  100%  75%,135  195  100,32%  33%  29%,4  2  2,1  0  1,+3  +2  +1,,,Cohburg BTR,,1.02  1.26  0.88,222  344  151,14  9  5,/  13  5  8  /,11  2  9,+1  +4  -3,84%  100%  75%,135  195  100,32%  33%  29%,4  2  2,1  0  1,+3  +2  +1,,,,,,,,,,,,,,
38,Trick The,,1.02  0.72  1.54,259  254  269,17  10  7,/  14  11  3  /,4  1  3,+3  -1  +4,68%  58%  86%,161  148  183,30%  38%  22%,1  1  0,3  3  0,-2  -2  0,,,Trick The,,1.02  0.72  1.54,259  254  269,17  10  7,/  14  11  3  /,4  1  3,+3  -1  +4,68%  58%  86%,161  148  183,30%  38%  22%,1  1  0,3  3  0,-2  -2  0,,,,,,,,,,,,,,
39,Jerk The,,0.99  0.93  1.09,209  197  232,15  8  7,/  16  11  5  /,6  6  0,-1  -3  +2,74%  75%  71%,123  126  118,28%  29%  27%,2  0  2,2  1  1,0  -1  +1,,,Jerk The,,0.99  0.93  1.09,209  197  232,15  8  7,/  16  11  5  /,6  6  0,-1  -3  +2,74%  75%  71%,123  126  118,28%  29%  27%,2  0  2,2  1  1,0  -1  +1,,,,,,,,,,,,,,
40,Jangler The,,0.71  0.66  0.80,127  137  111,8  6  2,/  14  10  4  /,3  1  2,-6  -4  -2,63%  58%  71%,86  88  82,45%  55%  36%,0  0  0,1  1  0,-1  -1  0,,,Jangler The,,0.71  0.66  0.80,127  137  111,8  6  2,/  14  10  4  /,3  1  2,-6  -4  -2,63%  58%  71%,86  88  82,45%  55%  36%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,
41,Crunchy The,,0.64  0.25  1.31,183  106  315,10  4  6,/  18  12  6  /,5  2  3,-8  -8  0,58%  50%  71%,124  75  208,20%  20%  19%,0  0  0,3  1  2,-3  -1  -2,,,Crunchy The,,0.64  0.25  1.31,183  106  315,10  4  6,/  18  12  6  /,5  2  3,-8  -8  0,58%  50%  71%,124  75  208,20%  20%  19%,0  0  0,3  1  2,-3  -1  -2,,,,,,,,,,,,,,
42,Dasnerth The,,0.50  0.51  0.50,134  172  71,9  7  2,/  15  11  4  /,2  2  0,-6  -4  -2,53%  50%  57%,80  103  40,19%  24%  6%,2  1  1,5  4  1,-3  -3  0,,,Dasnerth The,,0.50  0.51  0.50,134  172  71,9  7  2,/  15  11  4  /,2  2  0,-6  -4  -2,53%  50%  57%,80  103  40,19%  24%  6%,2  1  1,5  4  1,-3  -3  0,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Lear Team,,1.17  0.91  1.53,233  175  311,19  7  12,/  14  9  5  /,3  1  2,+5  -2  +7,62%  42%  89%,156  101  229,33%  25%  38%,2  1  1,1  1  0,+1  0  +1,0.0,1.0,Lear Team,,1.17  0.91  1.53,233  175  311,19  7  12,/  14  9  5  /,3  1  2,+5  -2  +7,62%  42%  89%,156  101  229,33%  25%  38%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
45,Jonaaa6 Team,,1.11  1.10  1.12,259  304  199,18  13  5,/  16  10  6  /,4  0  4,+2  +3  -1,71%  67%  78%,169  199  130,41%  70%  19%,4  2  2,2  1  1,+2  +1  +1,8.0,13.0,Jonaaa6 Team,,1.11  1.10  1.12,259  304  199,18  13  5,/  16  10  6  /,4  0  4,+2  +3  -1,71%  67%  78%,169  199  130,41%  70%  19%,4  2  2,2  1  1,+2  +1  +1,,,,,,,,,,,,,,
46,Virtyy Team,,0.89  0.37  1.57,206  95  354,14  3  11,/  16  10  6  /,5  3  2,-2  -7  +5,62%  42%  89%,139  72  229,18%  6%  26%,3  1  2,5  5  0,-2  -4  +2,,,Virtyy Team,,0.89  0.37  1.57,206  95  354,14  3  11,/  16  10  6  /,5  3  2,-2  -7  +5,62%  42%  89%,139  72  229,18%  6%  26%,3  1  2,5  5  0,-2  -4  +2,,,,,,,,,,,,,,
47,habibti Team,,0.59  0.54  0.64,105  86  133,6  2  4,/  16  9  7  /,5  2  3,-10  -7  -3,57%  50%  67%,69  61  81,23%  19%  30%,1  0  1,1  0  1,0  0  0,,,habibti Team,,0.59  0.54  0.64,105  86  133,6  2  4,/  16  9  7  /,5  2  3,-10  -7  -3,57%  50%  67%,69  61  81,23%  19%  30%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,
48,c4Lypso Team,,0.53  0.48  0.59,84  99  66,6  4  2,/  16  11  5  /,9  5  4,-10  -7  -3,67%  75%  56%,52  55  49,50%  57%  40%,0  0  0,2  1  1,-2  -1  -1,,,c4Lypso Team,,0.53  0.48  0.59,84  99  66,6  4  2,/  16  11  5  /,9  5  4,-10  -7  -3,67%  75%  56%,52  55  49,50%  57%  40%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
49,bdog Team,,1.41  1.13  1.62,336  306  359,23  9  14,/  15  8  7  /,7  1  6,+8  +1  +7,86%  78%  92%,221  230  215,20%  27%  16%,4  1  3,2  1  1,+2  0  +2,,,bdog Team,,1.41  1.13  1.62,336  306  359,23  9  14,/  15  8  7  /,7  1  6,+8  +1  +7,86%  78%  92%,221  230  215,20%  27%  16%,4  1  3,2  1  1,+2  0  +2,,,,,,,,,,,,,,
50,WeDid Team,,1.33  1.10  1.51,249  239  257,19  7  12,/  12  7  5  /,8  3  5,+7  0  +7,71%  67%  75%,152  152  151,40%  57%  31%,2  1  1,2  1  1,0  0  0,,,WeDid Team,,1.33  1.10  1.51,249  239  257,19  7  12,/  12  7  5  /,8  3  5,+7  0  +7,71%  67%  75%,152  152  151,40%  57%  31%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,
51,dazzLe Team,,1.19  0.70  1.55,221  148  276,15  4  11,/  13  7  6  /,9  1  8,+2  -3  +5,67%  44%  83%,147  103  181,18%  20%  17%,3  0  3,3  3  0,0  -3  +3,,,dazzLe Team,,1.19  0.70  1.55,221  148  276,15  4  11,/  13  7  6  /,9  1  8,+2  -3  +5,67%  44%  83%,147  103  181,18%  20%  17%,3  0  3,3  3  0,0  -3  +3,,,,,,,,,,,,,,
52,moose Team,,1.15  0.95  1.29,156  131  175,14  5  9,/  11  6  5  /,7  3  4,+3  -1  +4,71%  67%  75%,92  84  98,43%  40%  46%,2  1  1,1  1  0,+1  0  +1,,,moose Team,,1.15  0.95  1.29,156  131  175,14  5  9,/  11  6  5  /,7  3  4,+3  -1  +4,71%  67%  75%,92  84  98,43%  40%  46%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
53,Kanpeki Team,,0.73  0.81  0.67,87  122  61,7  4  3,/  12  6  6  /,3  2  1,-5  -2  -3,71%  67%  75%,69  95  50,22%  21%  22%,0  0  0,2  0  2,-2  0  -2,,,Kanpeki Team,,0.73  0.81  0.67,87  122  61,7  4  3,/  12  6  6  /,3  2  1,-5  -2  -3,71%  67%  75%,69  95  50,22%  21%  22%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,geeza SCC,,1.74  2.05  1.61,299  406  255,20  8  12,/  7  2  5  /,4  2  2,+13  +6  +7,94%  100%  92%,197  289  159,56%  53%  58%,4  2  2,0  0  0,+4  +2  +2,1.0,0.0,geeza SCC,,1.74  2.05  1.61,299  406  255,20  8  12,/  7  2  5  /,4  2  2,+13  +6  +7,94%  100%  92%,197  289  159,56%  53%  58%,4  2  2,0  0  0,+4  +2  +2,,,,,,,,,,,,,,
