,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
13,PinOcchiOs SPE,,0.85  0.99  0.65,186  208  156,25  15  10,/  34  19  15  /,19  12  7,-9  -4  -5,62%  63%  61%,127  151  96,28%  24%  35%,2  2  0,4  4  0,-2  -2  0,8.0,13.0,Acetics SPE,,0.85  0.88  0.81,140  110  181,11  5  6,/  14  7  7  /,3  1  2,-3  -2  -1,67%  67%  67%,97  90  107,21%  50%  9%,2  0  2,0  0  0,+2  0  +2,Acetics SPE,,0.81  0.75  0.88,149  122  186,12  6  6,/  14  9  5  /,3  2  1,-2  -3  +1,67%  75%  56%,116  102  135,43%  33%  54%,1  0  1,2  2  0,-1  -2  +1
14,Acetics SPE,,0.83  0.81  0.85,145  116  184,23  11  12,/  28  16  12  /,6  3  3,-5  -5  0,67%  71%  61%,106  96  121,31%  40%  25%,3  0  3,2  2  0,+1  -2  +3,,,Jele SPE,,0.85  0.60  1.18,210  133  314,15  5  10,/  16  9  7  /,4  2  2,-1  -4  +3,57%  58%  56%,132  92  186,24%  25%  24%,3  2  1,7  5  2,-4  -3  -1,PinOcchiOs SPE,,0.65  0.76  0.50,156  153  162,11  6  5,/  18  10  8  /,6  4  2,-7  -4  -3,52%  50%  56%,106  111  99,37%  28%  50%,0  0  0,3  3  0,-3  -3  0
15,KRX SPE,,0.71  0.69  0.74,174  178  169,23  13  10,/  34  20  14  /,11  6  5,-11  -7  -4,69%  67%  72%,114  110  121,21%  18%  24%,3  2  1,3  1  2,0  +1  -1,,,KRX SPE,,0.82  0.95  0.64,161  201  109,10  8  2,/  16  9  7  /,8  3  5,-6  -1  -5,71%  67%  78%,118  129  104,17%  21%  13%,1  1  0,1  0  1,0  +1  -1,KRX SPE,,0.61  0.43  0.84,186  156  229,13  5  8,/  18  11  7  /,3  3  0,-5  -6  +1,67%  67%  67%,110  90  137,26%  15%  43%,2  1  1,2  1  1,0  0  0
16,tarzip GD,,1.31  0.97  1.57,294  238  336,46  16  30,/  29  15  14  /,4  1  3,+17  +1  +16,71%  61%  79%,174  143  197,28%  36%  25%,9  3  6,10  4  6,-1  -1  0,,,tarzip GD,,1.25  0.49  1.83,311  165  421,22  5  17,/  16  9  7  /,3  1  2,+6  -4  +10,62%  44%  75%,183  96  248,32%  71%  24%,6  2  4,6  3  3,0  -1  +1,tarzip GD,,1.38  1.46  1.31,277  312  252,24  11  13,/  13  6  7  /,1  0  1,+11  +5  +6,81%  78%  83%,165  191  145,25%  24%  26%,3  1  2,4  1  3,-1  0  -1
17,aRThiT GD,,1.22  1.33  1.14,197  239  165,29  16  13,/  25  12  13  /,20  5  15,+4  +4  0,71%  67%  75%,123  140  110,32%  43%  23%,1  0  1,0  0  0,+1  0  +1,,,aRThiT GD,,1.16  1.88  0.62,180  348  55,14  12  2,/  13  5  8  /,10  4  6,+1  +7  -6,67%  78%  58%,99  195  27,34%  50%  0%,0  0  0,0  0  0,0  0  0,r3ason GD,,1.31  1.29  1.32,276  264  285,20  8  12,/  16  6  10  /,13  6  7,+4  +2  +2,76%  78%  75%,155  163  149,34%  59%  19%,4  1  3,2  1  1,+2  0  +2
18,porsche GD,,1.06  1.08  1.04,202  215  194,32  15  17,/  27  11  16  /,4  2  2,+5  +4  +1,67%  72%  63%,141  151  134,26%  24%  28%,4  2  2,3  1  2,+1  +1  0,,,porsche GD,,1.11  1.15  1.09,196  218  181,17  8  9,/  12  5  7  /,2  2  0,+5  +3  +2,71%  78%  67%,144  167  127,19%  17%  22%,0  0  0,2  0  2,-2  0  -2,aRThiT GD,,1.29  0.79  1.66,213  130  275,15  4  11,/  12  7  5  /,10  1  9,+3  -3  +6,76%  56%  92%,148  86  194,30%  31%  30%,1  0  1,0  0  0,+1  0  +1
19,r3ason GD,,1.01  1.02  1.01,214  220  209,30  13  17,/  33  14  19  /,26  12  14,-3  -1  -2,71%  72%  71%,123  136  114,31%  44%  20%,6  2  4,3  2  1,+3  0  +3,,,QqizSaBook GD,,0.98  1.06  0.93,168  168  169,12  5  7,/  14  6  8  /,6  5  1,-2  -1  -1,67%  78%  58%,116  118  115,21%  21%  21%,3  2  1,1  0  1,+2  +2  0,porsche GD,,1.00  1.02  0.99,208  212  206,15  7  8,/  15  6  9  /,2  0  2,0  +1  -1,62%  67%  58%,138  134  141,35%  35%  35%,4  2  2,1  1  0,+3  +1  +2
20,QqizSaBook GD,,0.93  1.07  0.83,151  172  135,22  11  11,/  29  12  17  /,12  5  7,-7  -1  -6,67%  83%  54%,103  121  90,29%  35%  25%,3  2  1,3  2  1,0  0  0,,,r3ason GD,,0.72  0.75  0.69,151  176  133,10  5  5,/  17  8  9  /,13  6  7,-7  -3  -4,67%  67%  67%,91  110  78,27%  32%  21%,2  1  1,1  1  0,+1  0  +1,QqizSaBook GD,,0.88  1.08  0.74,134  176  102,10  6  4,/  15  6  9  /,6  0  6,-5  0  -5,67%  89%  50%,90  125  65,45%  50%  38%,0  0  0,2  2  0,-2  -2  0
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ChloePrice DoeS.C,,1.07  1.17  0.98,220  217  221,32  19  13,/  30  14  16  /,18  8  10,+2  +5  -3,72%  67%  77%,155  153  158,13%  17%  10%,4  1  3,2  1  1,+2  0  +2,0.0,2.0,ChloePrice DoeS.C,,1.21  1.17  1.26,252  235  273,19  10  9,/  15  9  6  /,7  2  5,+4  +1  +3,73%  58%  90%,175  165  187,15%  13%  19%,3  1  2,1  0  1,+2  +1  +1,Miyu DoeS.C,,1.16  1.13  1.19,201  142  261,17  8  9,/  15  5  10  /,10  3  7,+2  +3  -1,71%  67%  75%,127  98  156,10%  21%  6%,1  0  1,3  1  2,-2  -1  -1
23,Miyu DoeS.C,,1.03  0.94  1.14,189  151  233,31  15  16,/  33  15  18  /,21  6  15,-2  0  -2,70%  63%  77%,126  113  139,15%  22%  11%,2  0  2,3  1  2,-1  -1  0,9.0,13.0,Miyu DoeS.C,,0.90  0.75  1.09,177  160  198,14  7  7,/  18  10  8  /,11  3  8,-4  -3  -1,68%  58%  80%,124  129  119,22%  23%  20%,1  0  1,0  0  0,+1  0  +1,ChloePrice DoeS.C,,0.94  1.17  0.70,187  198  177,13  9  4,/  15  5  10  /,11  6  5,-2  +4  -6,71%  75%  67%,138  140  135,11%  24%  5%,1  0  1,1  1  0,0  -1  +1
24,elinoO DoeS.C,,0.80  0.86  0.75,208  229  189,32  17  15,/  37  20  17  /,6  4  2,-5  -3  -2,59%  54%  64%,134  143  125,10%  9%  11%,6  2  4,5  1  4,+1  +1  0,11.0,13.0,Bqbep DoeS.C,,0.86  0.80  0.92,191  172  214,14  7  7,/  19  10  9  /,5  2  3,-5  -3  -2,55%  50%  60%,127  127  127,18%  22%  15%,3  2  1,2  2  0,+1  0  +1,elinoO DoeS.C,,0.94  1.08  0.81,235  267  205,20  10  10,/  19  9  10  /,4  3  1,+1  +1  0,63%  67%  58%,152  170  134,12%  14%  10%,2  1  1,2  0  2,0  +1  -1
25,Shego DoeS.C,,0.76  0.65  0.91,170  186  155,29  17  12,/  39  21  18  /,22  8  14,-10  -4  -6,76%  71%  82%,105  114  95,21%  23%  19%,4  2  2,6  6  0,-2  -4  +2,,,Shego DoeS.C,,0.76  0.39  1.20,154  129  184,13  5  8,/  18  11  7  /,10  6  4,-5  -6  +1,77%  75%  80%,94  76  117,24%  18%  29%,0  0  0,5  5  0,-5  -5  0,Shego DoeS.C,,0.77  0.91  0.62,186  242  131,16  12  4,/  21  10  11  /,12  2  10,-5  +2  -7,75%  67%  83%,115  153  77,19%  26%  11%,4  2  2,1  1  0,+3  +1  +2
26,Bqbep DoeS.C,,0.75  0.65  0.85,186  154  221,27  12  15,/  41  20  21  /,9  3  6,-14  -8  -6,61%  54%  68%,125  110  141,17%  17%  16%,9  6  3,5  4  1,+4  +2  +2,,,elinoO DoeS.C,,0.66  0.64  0.70,180  190  169,12  7  5,/  18  11  7  /,2  1  1,-6  -4  -2,55%  42%  70%,115  115  114,8%  3%  13%,4  1  3,3  1  2,+1  0  +1,Bqbep DoeS.C,,0.64  0.49  0.78,181  137  227,13  5  8,/  22  10  12  /,4  1  3,-9  -5  -4,67%  58%  75%,123  94  152,15%  12%  18%,6  4  2,3  2  1,+3  +2  +1
27,star Asce,,1.38  1.49  1.29,289  344  242,49  30  19,/  31  16  15  /,23  6  17,+18  +14  +4,78%  73%  83%,183  221  148,34%  38%  29%,6  2  4,6  4  2,0  -2  +2,,,star Asce,,1.33  1.52  1.17,270  330  221,21  13  8,/  15  7  8  /,20  4  16,+6  +6  0,86%  80%  92%,174  214  141,35%  33%  36%,0  0  0,1  1  0,-1  -1  0,star Asce,,1.43  1.46  1.40,308  355  263,28  17  11,/  16  9  7  /,3  2  1,+12  +8  +4,71%  67%  75%,191  227  155,33%  41%  20%,6  2  4,5  3  2,+1  -1  +2
28,Annie Asce,,1.28  1.12  1.42,266  243  290,43  19  24,/  27  13  14  /,14  7  7,+16  +6  +10,83%  82%  83%,173  160  184,17%  19%  16%,4  2  2,3  1  2,+1  +1  0,,,annaS Asce,,1.31  1.19  1.41,251  207  290,20  7  13,/  13  6  7  /,4  2  2,+7  +1  +6,86%  90%  83%,143  135  151,17%  30%  8%,6  1  5,3  1  2,+3  0  +3,Annie Asce,,1.36  1.28  1.45,294  281  309,24  12  12,/  13  6  7  /,8  4  4,+11  +6  +5,88%  92%  83%,187  165  209,19%  17%  21%,3  2  1,1  0  1,+2  +2  0
29,annaS Asce,,1.23  1.13  1.31,242  198  282,37  14  23,/  31  15  16  /,18  10  8,+6  -1  +7,80%  82%  79%,149  127  169,19%  30%  13%,6  1  5,7  3  4,-1  -2  +1,,,Annie Asce,,1.20  0.96  1.39,237  197  271,19  7  12,/  14  7  7  /,6  3  3,+5  0  +5,77%  70%  83%,156  154  158,14%  23%  10%,1  0  1,2  1  1,-1  -1  0,annaS Asce,,1.15  1.07  1.22,232  190  275,17  7  10,/  18  9  9  /,14  8  6,-1  -2  +1,75%  75%  75%,154  121  187,21%  29%  17%,0  0  0,4  2  2,-4  -2  -2
30,yue Asce,,1.05  1.16  0.91,176  191  162,30  14  16,/  30  13  17  /,21  16  5,0  +1  -1,72%  73%  71%,112  116  109,17%  12%  22%,2  1  1,4  1  3,-2  0  -2,,,yue Asce,,1.12  0.74  1.43,185  114  244,15  3  12,/  14  7  7  /,13  8  5,+1  -4  +5,77%  60%  92%,122  72  164,18%  0%  30%,1  0  1,2  1  1,-1  -1  0,yue Asce,,0.98  1.58  0.39,167  255  80,15  11  4,/  16  6  10  /,8  8  0,-1  +5  -6,67%  83%  50%,103  152  55,15%  18%  10%,1  1  0,2  0  2,-1  +1  -2
31,aspire Asce,,0.84  0.83  0.84,146  170  120,21  13  8,/  32  17  15  /,11  5  6,-11  -4  -7,74%  77%  71%,107  122  94,19%  16%  22%,3  2  1,5  5  0,-2  -3  +1,,,aspire Asce,,0.94  0.75  1.11,188  203  177,13  7  6,/  16  9  7  /,7  2  5,-3  -2  -1,77%  80%  75%,136  134  139,16%  10%  21%,3  2  1,3  3  0,0  -1  +1,aspire Asce,,0.75  0.91  0.58,103  144  64,8  6  2,/  16  8  8  /,4  3  1,-8  -2  -6,71%  75%  67%,80  111  49,27%  29%  25%,0  0  0,2  2  0,-2  -2  0
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,leeni IL,,1.20  1.11  1.29,255  261  250,41  20  21,/  36  20  16  /,14  11  3,+5  0  +5,73%  79%  67%,169  175  162,22%  18%  28%,10  5  5,8  3  5,+2  +2  0,2.0,0.0,sofia IL,,1.10  0.85  1.35,269  290  249,24  11  13,/  18  11  7  /,4  2  2,+6  0  +6,75%  75%  75%,192  190  194,46%  45%  46%,3  2  1,0  0  0,+3  +2  +1,leeni IL,,1.50  1.48  1.52,313  355  271,26  14  12,/  16  9  7  /,8  7  1,+10  +5  +5,75%  92%  58%,201  227  176,24%  18%  36%,6  4  2,6  2  4,0  +2  -2
34,Juja IL,,1.16  0.97  1.35,230  189  271,41  18  23,/  33  17  16  /,18  8  10,+8  +1  +7,81%  83%  79%,143  104  183,23%  20%  25%,3  1  2,1  0  1,+2  +1  +1,13.0,11.0,Juja IL,,0.95  0.78  1.12,176  144  208,16  7  9,/  18  9  9  /,6  2  4,-2  -2  0,75%  75%  75%,111  84  137,11%  9%  12%,2  0  2,0  0  0,+2  0  +2,Juja IL,,1.36  1.15  1.58,284  235  335,25  11  14,/  15  8  7  /,12  6  6,+10  +3  +7,88%  92%  83%,176  124  228,34%  30%  38%,1  1  0,1  0  1,0  +1  -1
35,sofia IL,,0.96  0.86  1.07,202  227  178,36  19  17,/  34  19  15  /,7  2  5,+2  0  +2,71%  71%  71%,143  149  136,42%  47%  38%,4  2  2,1  0  1,+3  +2  +1,13.0,11.0,leeni IL,,0.90  0.75  1.05,197  166  228,15  6  9,/  20  11  9  /,6  4  2,-5  -5  0,71%  67%  75%,136  123  149,19%  17%  21%,4  1  3,2  1  1,+2  0  +2,cakie IL,,0.91  0.89  0.93,190  150  231,14  6  8,/  20  9  11  /,13  7  6,-6  -3  -3,79%  75%  83%,121  95  147,27%  26%  28%,3  1  2,1  0  1,+2  +1  +1
36,cakie IL,,0.90  0.75  1.06,185  149  221,28  11  17,/  37  19  18  /,26  11  15,-9  -8  -1,75%  67%  83%,119  95  144,28%  23%  34%,5  1  4,4  3  1,+1  -2  +3,,,cakie IL,,0.89  0.60  1.18,179  148  211,14  5  9,/  17  10  7  /,13  4  9,-3  -5  +2,71%  58%  83%,118  95  141,30%  19%  42%,2  0  2,3  3  0,-1  -3  +2,Yanie IL,,0.91  0.77  1.06,196  199  194,18  9  9,/  18  10  8  /,3  2  1,0  -1  +1,54%  50%  58%,127  128  126,31%  33%  28%,1  1  0,3  3  0,-2  -2  0
37,Yanie IL,,0.86  0.73  1.00,170  170  171,31  16  15,/  35  20  15  /,5  3  2,-4  -4  0,58%  50%  67%,115  110  120,25%  27%  25%,3  2  1,9  7  2,-6  -5  -1,,,Yanie IL,,0.82  0.68  0.95,144  142  147,13  7  6,/  17  10  7  /,2  1  1,-4  -3  -1,63%  50%  75%,103  92  114,20%  18%  21%,2  1  1,6  4  2,-4  -3  -1,sofia IL,,0.83  0.86  0.80,134  163  106,12  8  4,/  16  8  8  /,3  0  3,-4  0  -4,67%  67%  67%,94  109  79,37%  50%  25%,1  0  1,1  0  1,0  0  0
38,Pyareda TTL,,1.36  1.22  1.49,277  256  299,48  22  26,/  34  18  16  /,21  12  9,+14  +4  +10,73%  71%  75%,169  153  185,22%  24%  19%,7  4  3,6  3  3,+1  +1  0,,,EmeraldHeart TTL,,1.40  1.12  1.69,294  206  383,26  9  17,/  16  9  7  /,8  3  5,+10  0  +10,75%  50%  100%,194  132  255,18%  6%  27%,4  0  4,2  2  0,+2  -2  +4,Pyareda TTL,,1.37  1.52  1.21,321  341  302,28  15  13,/  17  8  9  /,3  2  1,+11  +7  +4,67%  67%  67%,183  196  169,25%  25%  25%,7  4  3,5  2  3,+2  +2  0
39,Mym TTL,,1.13  0.93  1.33,244  218  270,44  21  23,/  32  17  15  /,2  1  1,+12  +4  +8,65%  63%  67%,168  157  179,31%  35%  28%,2  1  1,3  1  2,-1  0  -1,,,Pyareda TTL,,1.35  0.92  1.78,233  170  296,20  7  13,/  17  10  7  /,18  10  8,+3  -3  +6,79%  75%  83%,155  109  201,19%  23%  17%,0  0  0,1  1  0,-1  -1  0,Mym TTL,,1.22  1.06  1.37,246  235  259,23  12  11,/  15  8  7  /,0  0  0,+8  +4  +4,63%  58%  67%,179  173  184,33%  34%  33%,0  0  0,1  0  1,-1  0  -1
40,EmeraldHeart TTL,,0.95  0.84  1.05,208  184  232,34  14  20,/  38  20  18  /,21  12  9,-4  -6  +2,71%  67%  75%,137  117  158,19%  13%  25%,4  0  4,2  2  0,+2  -2  +4,,,Mym TTL,,1.04  0.80  1.29,241  200  282,21  9  12,/  17  9  8  /,2  1  1,+4  0  +4,67%  67%  67%,158  141  174,28%  35%  24%,2  1  1,2  1  1,0  0  0,Vivi TTL,,0.85  0.61  1.08,258  199  318,18  6  12,/  22  11  11  /,7  5  2,-4  -5  +1,71%  75%  67%,170  137  203,26%  14%  42%,5  3  2,2  2  0,+3  +1  +2
41,Vivi TTL,,0.76  0.62  0.89,194  175  213,29  13  16,/  39  20  19  /,11  7  4,-10  -7  -3,69%  67%  71%,129  120  139,30%  25%  36%,10  5  5,10  7  3,0  -2  +2,,,anna TTL,,0.95  0.99  0.92,148  200  98,12  8  4,/  15  9  6  /,14  8  6,-3  -1  -2,83%  83%  83%,99  134  63,19%  17%  24%,0  0  0,0  0  0,0  0  0,anna TTL,,0.51  0.40  0.61,100  84  116,8  4  4,/  19  9  10  /,7  3  4,-11  -5  -6,58%  58%  58%,70  52  88,27%  33%  24%,0  0  0,4  1  3,-4  -1  -3
42,anna TTL,,0.73  0.70  0.77,124  142  107,20  12  8,/  34  18  16  /,21  11  10,-14  -6  -8,71%  71%  71%,84  93  76,22%  21%  24%,0  0  0,4  1  3,-4  -1  -3,,,Vivi TTL,,0.67  0.64  0.70,130  152  109,11  7  4,/  17  9  8  /,4  2  2,-6  -2  -4,67%  58%  75%,89  103  75,41%  53%  14%,5  2  3,8  5  3,-3  -3  0,EmeraldHeart TTL,,0.49  0.56  0.42,121  162  81,8  5  3,/  22  11  11  /,13  9  4,-14  -6  -8,67%  83%  50%,81  102  60,21%  23%  17%,0  0  0,0  0  0,0  0  0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
