,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Lorri EG.GC,,0.98  1.10  0.63,206  226  188,26  19  7,/  30  19  11  /,11  6  5,-4  0  -4,72%  75%  67%,129  137  112,34%  38%  26%,3  1  2,3  2  1,0  -1  +1,0.0,2.0,Nora EG.GC,,1.05  1.24  0.47,233  267  131,12  11  1,/  14  10  4  /,4  4  0,-2  +1  -3,69%  75%  50%,165  182  112,25%  31%  9%,1  1  0,1  1  0,0  0  0,Lorri EG.GC,,1.23  1.25  1.20,266  267  266,18  11  7,/  16  9  7  /,8  4  4,+2  +2  0,75%  67%  88%,165  174  151,29%  31%  26%,2  0  2,1  1  0,+1  -1  +2
12,StarBound EG.GC,,0.82  0.81  0.82,217  205  232,25  16  9,/  30  20  10  /,6  4  2,-5  -4  -1,58%  54%  67%,147  141  158,23%  21%  26%,2  1  1,3  3  0,-1  -2  +1,3.0,13.0,StarBound EG.GC,,0.79  0.82  0.72,241  216  318,11  8  3,/  15  11  4  /,4  3  1,-4  -3  -1,63%  58%  75%,172  150  238,21%  19%  24%,1  1  0,2  2  0,-1  -1  0,PowerPixele EG.GC,,1.01  1.25  0.64,193  230  139,13  9  4,/  15  9  6  /,12  8  4,-2  0  -2,70%  83%  50%,126  152  88,24%  35%  11%,2  2  0,2  1  1,0  +1  -1
13,Nora EG.GC,,0.74  0.81  0.48,171  188  116,18  15  3,/  31  20  11  /,8  5  3,-13  -5  -8,56%  54%  58%,115  129  88,16%  24%  3%,3  2  1,7  5  2,-4  -3  -1,7.0,13.0,Lorri EG.GC,,0.72  0.94  0.05,146  185  33,8  8  0,/  14  10  4  /,3  2  1,-6  -2  -4,69%  83%  25%,84  100  33,47%  54%  25%,1  1  0,2  1  1,-1  0  -1,StarBound EG.GC,,0.85  0.81  0.92,192  194  190,14  8  6,/  15  9  6  /,2  1  1,-1  -1  0,55%  50%  63%,127  132  119,25%  23%  28%,1  0  1,1  1  0,0  -1  +1
14,PowerPixele EG.GC,,0.72  0.89  0.36,176  210  113,19  14  5,/  30  20  10  /,16  12  4,-11  -6  -5,61%  71%  42%,123  145  79,23%  26%  15%,2  2  0,7  5  2,-5  -3  -2,,,PowerPixele EG.GC,,0.42  0.54  0.08,158  190  62,6  5  1,/  15  11  4  /,4  4  0,-9  -6  -3,50%  58%  25%,119  137  63,22%  20%  50%,0  0  0,5  4  1,-5  -4  -1,theia EG.GC,,0.77  0.69  0.89,180  151  226,12  6  6,/  16  9  7  /,10  7  3,-4  -3  -1,80%  92%  63%,111  95  135,39%  39%  40%,1  0  1,2  2  0,-1  -2  +1
15,theia EG.GC,,0.58  0.63  0.45,139  139  155,17  11  6,/  31  20  11  /,12  9  3,-14  -9  -5,64%  75%  42%,94  94  94,36%  36%  36%,2  1  1,4  2  2,-2  -1  -1,,,theia EG.GC,,0.39  0.57  0.02,98  127  13,5  5  0,/  15  11  4  /,2  2  0,-10  -6  -4,44%  58%,73  94  13,30%  33%  0%,1  1  0,2  0  2,-1  +1  -2,Nora EG.GC,,0.42  0.38  0.49,108  109  108,6  4  2,/  17  10  7  /,4  1  3,-11  -6  -5,45%  33%  63%,76  76  76,6%  12%  0%,2  1  1,6  4  2,-4  -3  -1
16,Alexy SMG.GC,,1.60  2.28  1.30,296  396  247,39  18  21,/  19  5  14  /,11  3  8,+20  +13  +7,89%  92%  88%,201  271  166,30%  35%  26%,4  3  1,1  0  1,+3  +3  0,,,enerii SMG.GC,,1.94  1.94  1.94,344  237  380,21  4  17,/  6  0  6  /,7  1  6,+15  +4  +11,94%  100%  92%,221  151  244,22%  27%  20%,1  1  0,0  0  0,+1  +1  0,Alexy SMG.GC,,1.48  1.94  1.17,301  355  267,20  10  10,/  12  3  9  /,6  3  3,+8  +7  +1,85%  88%  83%,208  258  174,25%  27%  24%,2  1  1,0  0  0,+2  +1  +1
17,enerii SMG.GC,,1.36  1.10  1.53,262  171  294,35  8  27,/  21  8  13  /,8  1  7,+14  0  +14,72%  58%  79%,164  113  189,20%  26%  18%,4  1  3,4  3  1,0  -2  +2,,,Alexy SMG.GC,,1.72  2.61  1.42,290  479  227,19  8  11,/  7  2  5  /,5  0  5,+12  +6  +6,94%  100%  92%,192  296  157,37%  54%  29%,2  2  0,1  0  1,+1  +2  -1,shirazi SMG.GC,,1.34  1.30  1.36,236  184  272,15  6  9,/  11  4  7  /,9  3  6,+4  +2  +2,80%  75%  83%,153  112  181,27%  18%  32%,3  1  2,1  1  0,+2  0  +2
18,Kamiyu SMG.GC,,1.26  1.48  1.18,245  233  247,32  11  21,/  24  7  17  /,20  7  13,+8  +4  +4,83%  75%  88%,161  162  160,34%  32%  35%,6  1  5,1  0  1,+5  +1  +4,,,Kamiyu SMG.GC,,1.18  1.65  1.03,278  266  283,16  4  12,/  11  1  10  /,5  2  3,+5  +3  +2,81%  100%  75%,189  167  197,33%  27%  35%,5  1  4,1  0  1,+4  +1  +3,Kamiyu SMG.GC,,1.33  1.32  1.34,212  216  211,16  7  9,/  13  6  7  /,15  5  10,+3  +1  +2,85%  63%  100%,138  159  124,34%  36%  33%,1  0  1,0  0  0,+1  0  +1
19,shirazi SMG.GC,,1.22  1.10  1.27,198  144  232,24  7  17,/  18  5  13  /,14  4  10,+6  +2  +4,83%  75%  88%,136  88  160,20%  11%  24%,6  1  5,1  1  0,+5  0  +5,,,shirazi SMG.GC,,1.10  0.90  1.17,160  66  192,9  1  8,/  7  1  6  /,5  1  4,+2  0  +2,88%  75%  92%,114  39  139,10%  0%  14%,3  0  3,0  0  0,+3  0  +3,Kohaibi SMG.GC,,1.10  1.18  1.05,204  216  197,14  6  8,/  12  4  8  /,5  3  2,+2  +2  0,80%  88%  75%,134  135  134,12%  14%  12%,3  1  2,3  1  2,0  0  0
20,Kohaibi SMG.GC,,0.95  1.39  0.79,176  212  163,22  9  13,/  23  5  18  /,12  5  7,-1  +4  -5,81%  92%  75%,122  140  113,14%  19%  12%,4  1  3,5  1  4,-1  0  -1,,,Kohaibi SMG.GC,,0.80  1.59  0.53,147  205  129,8  3  5,/  11  1  10  /,7  2  5,-3  +2  -5,81%  100%  75%,106  150  92,18%  33%  13%,1  0  1,2  0  2,-1  0  -1,enerii SMG.GC,,0.77  0.26  1.11,179  139  207,14  4  10,/  15  8  7  /,1  0  1,-1  -4  +3,55%  38%  67%,118  93  134,18%  25%  14%,3  0  3,4  3  1,-1  -3  +2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
