,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,conir KRÃ.B,,1.32  1.29  1.30,269  279  257,45  21  24,/  31  15  16  /,21  12  9,+14  +6  +8,80%  86%  76%,174  177  172,28%  31%  24%,6  3  3,4  1  3,+2  +2  0,2.0,0.0,kalita KRÃ.B,,1.39  1.55  1.29,219  246  202,14  6  8,/  9  4  5  /,14  9  5,+5  +2  +3,80%  75%  83%,143  162  131,36%  33%  38%,1  0  1,1  0  1,0  0  0,conir KRÃ.B,,1.29  1.45  1.12,254  296  212,24  14  10,/  18  9  9  /,13  8  5,+6  +5  +1,73%  85%  62%,178  195  161,30%  28%  33%,2  1  1,4  1  3,-2  0  -2
12,kalita KRÃ.B,,1.22  1.27  1.20,195  185  198,31  14  17,/  26  12  14  /,20  14  6,+5  +2  +3,74%  76%  72%,133  130  135,37%  32%  41%,4  0  4,2  0  2,+2  0  +2,13.0,7.0,conir KRÃ.B,,1.34  1.13  1.48,283  251  306,21  7  14,/  13  6  7  /,8  4  4,+8  +1  +7,90%  88%  92%,170  149  183,25%  39%  18%,4  2  2,0  0  0,+4  +2  +2,kalita KRÃ.B,,1.04  0.99  1.10,170  148  193,17  8  9,/  17  8  9  /,6  5  1,0  0  0,69%  77%  62%,124  110  138,38%  30%  45%,3  0  3,1  0  1,+2  0  +2
13,micaela KRÃ.B,,1.08  1.13  1.07,245  229  260,38  17  21,/  34  15  19  /,13  5  8,+4  +2  +2,70%  71%  68%,157  136  174,26%  24%  28%,10  7  3,10  8  2,0  -1  +1,14.0,12.0,micaela KRÃ.B,,1.26  1.46  1.12,234  265  214,17  8  9,/  11  4  7  /,4  2  2,+6  +4  +2,75%  75%  75%,161  160  162,25%  24%  26%,5  3  2,4  2  2,+1  +1  0,romi KRÃ.B,,0.98  1.25  0.70,133  170  98,14  10  4,/  15  6  9  /,4  2  2,-1  +4  -5,65%  69%  62%,107  120  94,16%  16%  17%,0  0  0,2  1  1,-2  -1  -1
14,shyz KRÃ.B,,1.00  1.07  0.92,205  208  193,33  16  17,/  33  16  17  /,19  10  9,0  0  0,72%  71%  72%,137  143  131,21%  25%  18%,4  0  4,2  1  1,+2  -1  +3,,,shyz KRÃ.B,,1.15  1.07  1.21,239  229  246,19  8  11,/  12  5  7  /,6  2  4,+7  +3  +4,75%  75%  75%,152  140  161,17%  19%  16%,2  0  2,1  1  0,+1  -1  +2,micaela KRÃ.B,,0.90  0.79  1.02,255  208  303,21  9  12,/  23  11  12  /,9  3  6,-2  -2  0,65%  69%  62%,153  122  185,27%  24%  30%,5  4  1,6  6  0,-1  -2  +1
15,romi KRÃ.B,,0.98  1.05  0.88,138  134  141,24  13  11,/  26  10  16  /,9  3  6,-2  +3  -5,70%  71%  68%,105  95  113,17%  18%  16%,2  0  2,2  1  1,0  -1  +1,,,romi KRÃ.B,,0.98  0.85  1.06,143  76  188,10  3  7,/  11  4  7  /,5  1  4,-1  -1  0,75%  75%  75%,102  55  133,18%  25%  16%,2  0  2,0  0  0,+2  0  +2,shyz KRÃ.B,,0.85  1.07  0.63,170  196  145,14  8  6,/  21  11  10  /,13  8  5,-7  -3  -4,69%  69%  69%,124  145  104,27%  30%  23%,2  0  2,1  0  1,+1  0  +1
16,Yusin EDGS,,1.11  1.09  1.12,218  209  230,34  18  16,/  32  17  15  /,26  12  14,+2  +1  +1,80%  84%  76%,130  113  149,29%  29%  29%,4  3  1,3  0  3,+1  +3  -2,,,Yusin EDGS,,1.07  1.07  1.07,217  242  182,15  10  5,/  14  9  5  /,11  7  4,+1  +1  0,75%  83%  63%,134  132  139,23%  29%  16%,0  0  0,2  0  2,-2  0  -2,Clem EDGS,,1.19  1.26  1.13,248  263  234,21  11  10,/  17  8  9  /,8  3  5,+4  +3  +1,81%  92%  69%,165  172  158,32%  24%  44%,2  0  2,1  1  0,+1  -1  +2
17,Clem EDGS,,0.92  1.04  0.77,178  191  183,28  16  12,/  33  17  16  /,10  4  6,-5  -1  -4,72%  80%  62%,130  132  128,31%  27%  37%,4  1  3,3  2  1,+1  -1  +2,,,Blue EDGS,,0.88  0.96  0.75,204  224  175,15  10  5,/  17  10  7  /,1  1  0,-2  0  -2,50%  50%  50%,138  149  121,40%  40%  40%,3  2  1,3  2  1,0  0  0,Yusin EDGS,,1.14  1.12  1.16,219  179  260,19  8  11,/  18  8  10  /,15  5  10,+1  0  +1,85%  85%  85%,126  97  155,33%  29%  37%,4  3  1,1  0  1,+3  +3  0
18,Blue EDGS,,0.88  0.96  0.78,205  218  189,33  19  14,/  36  19  17  /,6  6  0,-3  0  -3,50%  52%  48%,138  148  127,29%  27%  31%,7  3  4,11  7  4,-4  -4  0,,,XiMiLu EDGS,,0.71  0.32  1.31,188  98  324,11  3  8,/  17  11  6  /,2  1  1,-6  -8  +2,70%  58%  88%,130  75  212,13%  6%  16%,1  0  1,6  6  0,-5  -6  +1,XiMiLu EDGS,,0.99  1.27  0.71,179  250  108,15  11  4,/  18  9  9  /,9  3  6,-3  +2  -5,69%  69%  69%,110  135  85,25%  20%  35%,3  2  1,2  1  1,+1  +1  0
19,XiMiLu EDGS,,0.85  0.80  1.01,184  177  190,26  14  12,/  35  20  15  /,11  4  7,-9  -6  -3,70%  64%  76%,119  106  134,17%  13%  20%,4  2  2,8  7  1,-4  -5  +1,,,Clem EDGS,,0.65  0.82  0.41,108  113  101,7  5  2,/  16  9  7  /,2  1  1,-9  -4  -5,60%  67%  50%,85  88  80,27%  33%  20%,2  1  1,2  1  1,0  0  0,WawaLee EDGS,,0.95  0.89  1.02,195  149  242,21  10  11,/  18  8  10  /,7  1  6,+3  +2  +1,69%  62%  77%,133  107  160,31%  36%  28%,1  0  1,0  0  0,+1  0  +1
20,WawaLee EDGS,,0.79  0.79  0.79,157  134  195,29  15  14,/  35  18  17  /,9  1  8,-6  -3  -3,59%  56%  62%,112  99  128,26%  21%  31%,1  0  1,1  0  1,0  0  0,,,WawaLee EDGS,,0.63  0.68  0.56,118  118  120,8  5  3,/  17  10  7  /,2  0  2,-9  -5  -4,45%  50%  38%,85  91  76,19%  13%  43%,0  0  0,1  0  1,-1  0  -1,Blue EDGS,,0.89  0.97  0.81,205  213  197,18  9  9,/  19  9  10  /,5  5  0,-1  0  -1,50%  54%  46%,139  146  131,22%  18%  28%,4  1  3,8  5  3,-4  -4  0
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Vania BBL.Q,,0.86  0.51  1.13,185  167  203,21  9  12,/  28  16  12  /,7  4  3,-7  -7  0,55%  53%  56%,117  104  132,44%  30%  62%,2  2  0,6  4  2,-4  -2  -2,0.0,2.0,Vania BBL.Q,,1.08  1.01  1.31,215  214  221,11  8  3,/  14  11  3  /,5  4  1,-3  -3  0,63%  67%  50%,145  137  168,45%  36%  71%,1  1  0,3  2  1,-2  -1  -1,alkyia BBL.Q,,0.78  1.23  0.59,156  268  110,10  5  5,/  13  4  9  /,1  1  0,-3  +1  -4,53%  60%  50%,102  152  82,32%  33%  31%,2  1  1,2  0  2,0  +1  -1
23,eva BBL.Q,,0.63  0.56  0.58,168  150  189,18  9  9,/  29  15  14  /,4  1  3,-11  -6  -5,64%  71%  56%,103  93  113,33%  29%  36%,1  0  1,1  0  1,0  0  0,3.0,13.0,eva BBL.Q,,0.55  0.61  0.37,161  160  166,9  7  2,/  15  11  4  /,2  1  1,-6  -4  -2,81%  83%  75%,102  102  102,30%  38%  14%,0  0  0,0  0  0,0  0  0,eva BBL.Q,,0.71  0.51  0.79,175  125  197,9  2  7,/  14  4  10  /,2  0  2,-5  -2  -3,47%  40%  50%,103  72  117,34%  13%  43%,1  0  1,1  0  1,0  0  0
24,alkyia BBL.Q,,0.54  0.75  0.49,130  147  114,14  8  6,/  29  16  13  /,3  3  0,-15  -8  -7,52%  53%  50%,89  94  85,29%  27%  31%,4  2  2,5  2  3,-1  0  -1,4.0,13.0,Wens BBL.Q,,0.35  0.46  0.04,91  112  33,4  4  0,/  15  11  4  /,2  1  1,-11  -7  -4,56%  67%  25%,79  94  33,38%  45%  0%,0  0  0,6  5  1,-6  -5  -1,Vania BBL.Q,,0.65  0.02  0.96,155  54  197,10  1  9,/  14  5  9  /,2  0  2,-4  -4  0,47%  20%  58%,92  25  120,42%  0%  57%,1  1  0,3  2  1,-2  -1  -1
25,Wens BBL.Q,,0.45  0.30  0.38,108  84  135,10  4  6,/  30  16  14  /,3  1  2,-20  -12  -8,58%  53%  63%,88  71  105,36%  38%  35%,2  0  2,10  5  5,-8  -5  -3,,,Felipa BBL.Q,,0.33  0.19  0.75,99  41  274,4  1  3,/  16  12  4  /,6  4  2,-12  -11  -1,56%  50%  75%,67  26  190,15%  9%  19%,0  0  0,1  1  0,-1  -1  0,Wens BBL.Q,,0.55  0.14  0.72,124  17  169,6  0  6,/  15  5  10  /,1  0  1,-9  -5  -4,59%  20%  75%,96  17  130,35%  0%  39%,2  0  2,4  0  4,-2  0  -2
26,Felipa BBL.Q,,0.42  0.23  0.68,128  50  213,12  2  10,/  32  17  15  /,11  5  6,-20  -15  -5,61%  47%  75%,89  34  147,23%  18%  26%,0  0  0,2  2  0,-2  -2  0,,,alkyia BBL.Q,,0.30  0.27  0.38,103  97  124,4  3  1,/  16  12  4  /,2  2  0,-12  -9  -3,50%  50%  50%,76  69  95,25%  21%  30%,2  1  1,3  2  1,-1  -1  0,Felipa BBL.Q,,0.52  0.27  0.62,157  72  193,8  1  7,/  16  5  11  /,5  1  4,-8  -4  -4,65%  40%  75%,110  54  133,31%  33%  30%,0  0  0,1  1  0,-1  -1  0
27,florescent SR,,1.68  1.57  2.01,307  298  317,37  17  20,/  13  9  4  /,7  3  4,+24  +8  +16,79%  69%  88%,194  192  196,35%  44%  26%,7  3  4,2  2  0,+5  +1  +4,,,florescent SR,,1.73  1.78  1.72,300  351  283,18  5  13,/  5  2  3  /,3  1  2,+13  +3  +10,88%  75%  92%,192  233  179,28%  46%  19%,3  0  3,0  0  0,+3  0  +3,florescent SR,,1.63  1.36  2.29,314  281  396,19  12  7,/  8  7  1  /,4  2  2,+11  +5  +6,71%  67%  80%,196  179  235,40%  42%  38%,4  3  1,2  2  0,+2  +1  +1
28,meL SR,,1.45  1.54  1.56,208  184  227,25  10  15,/  13  7  6  /,21  10  11,+12  +3  +9,94%  94%  94%,128  122  134,26%  17%  36%,3  0  3,0  0  0,+3  0  +3,,,meL SR,,1.71  2.04  1.60,274  339  253,18  6  12,/  6  1  5  /,10  2  8,+12  +5  +7,94%  100%  92%,169  217  153,27%  29%  27%,3  0  3,0  0  0,+3  0  +3,Noia SR,,1.43  1.63  0.97,288  344  157,21  17  4,/  9  7  2  /,1  1  0,+12  +10  +2,71%  75%  60%,187  218  114,35%  41%  17%,2  2  0,3  2  1,-1  0  -1
29,sarahcat SR,,1.39  1.20  1.64,250  183  314,29  11  18,/  20  10  10  /,16  9  7,+9  +1  +8,88%  94%  82%,155  119  189,28%  22%  32%,7  4  3,0  0  0,+7  +4  +3,,,sarahcat SR,,1.51  1.31  1.57,265  155  303,15  3  12,/  9  2  7  /,7  2  5,+6  +1  +5,94%  100%  92%,164  96  187,33%  17%  37%,3  1  2,0  0  0,+3  +1  +2,sarahcat SR,,1.27  1.09  1.70,235  192  340,14  8  6,/  11  8  3  /,9  7  2,+3  0  +3,82%  92%  60%,147  127  194,24%  24%  24%,4  3  1,0  0  0,+4  +3  +1
30,alexis SR,,1.32  1.41  1.22,212  227  196,25  12  13,/  14  8  6  /,15  9  6,+11  +4  +7,88%  81%  94%,137  154  122,26%  26%  26%,4  2  2,3  0  3,+1  +2  -1,,,alexis SR,,1.42  1.54  1.38,238  279  225,15  4  11,/  6  2  4  /,6  2  4,+9  +2  +7,94%  100%  92%,153  172  147,32%  36%  31%,3  2  1,2  0  2,+1  +2  -1,alexis SR,,1.21  1.27  1.07,185  209  129,10  8  2,/  8  6  2  /,9  7  2,+2  +2  0,82%  75%  100%,123  149  61,21%  23%  13%,1  0  1,1  0  1,0  0  0
31,Noia SR,,1.25  1.05  1.11,228  271  192,31  18  13,/  15  9  6  /,3  1  2,+16  +9  +7,79%  69%  88%,154  174  136,24%  42%  13%,3  2  1,4  3  1,-1  -1  0,,,Noia SR,,1.06  0.47  1.26,168  54  207,10  1  9,/  6  2  4  /,2  0  2,+4  -1  +5,88%  50%  100%,119  40  146,13%  100%  12%,1  0  1,1  1  0,0  -1  +1,meL SR,,1.18  1.03  1.52,141  132  166,7  4  3,/  7  6  1  /,11  8  3,0  -2  +2,94%  92%  100%,90  90  91,25%  9%  83%,0  0  0,0  0  0,0  0  0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
